       1    0.0000  +1.00000000  +0.00000000  -0.00000000  -0.00000000  +1.00000000  -0.00000000  +0.00000000  -0.00000000  +1.00000000  +0.00000000  +0.00000000  -0.00000000 
       2    0.6627  +0.99979484  -0.00806055  +0.01858210  +0.00823038  +0.99992490  -0.00908126  -0.01850751  +0.00923233  +0.99978608  -0.98673803  -0.01562452  +0.36872590 
       3    0.8344  +0.99913639  -0.01096420  +0.04007803  +0.01070290  +0.99992007  +0.00672871  -0.04014860  -0.00629394  +0.99917388  -2.40688872  -1.11099732  +2.47395945 
       4    0.8209  +0.99855435  -0.02072757  +0.04959454  +0.02082067  +0.99978232  -0.00136126  -0.04955553  +0.00239188  +0.99876851  -2.24789476  -0.78157860  +2.64468098 
       5    0.7667  +0.99815321  -0.01739153  +0.05820429  +0.01752241  +0.99984497  -0.00173889  -0.05816502  +0.00275556  +0.99830317  -3.04972124  -0.70243883  +2.79384589 
       6    0.8052  +0.99910188  -0.00733765  +0.04173217  +0.00697327  +0.99993634  +0.00887025  -0.04179459  -0.00857127  +0.99908948  -2.46782923  -0.67188472  +2.80647135 
       7    0.8468  +0.99701715  -0.03375636  +0.06940697  +0.03416827  +0.99940479  -0.00475576  -0.06920512  +0.00711309  +0.99757707  -3.19497728  -1.14505041  +3.52402759 
       8    0.8764  +0.99677610  -0.03800241  +0.07066275  +0.03872202  +0.99921089  -0.00884153  -0.07027099  +0.01154923  +0.99746108  -2.79364562  -1.15798211  +2.93649721 
       9    0.8625  +0.99550623  -0.04473138  +0.08346543  +0.04513131  +0.99897683  -0.00291002  -0.08324987  +0.00666385  +0.99650645  -3.39064026  -2.19849324  +3.74827933 
      10    0.8648  +0.99580187  -0.03844515  +0.08306962  +0.03938691  +0.99917668  -0.00972745  -0.08262725  +0.01295847  +0.99649626  -3.69268703  -1.60442281  +3.33154416 
      11    1.0046  +0.99622673  -0.02661544  +0.08260692  +0.02798847  +0.99948794  -0.01550781  -0.08215187  +0.01776133  +0.99646157  -4.25667953  -0.54912996  +3.04118562 
      12    1.0954  +0.99601930  -0.03697994  +0.08110470  +0.03688460  +0.99931598  +0.00267393  -0.08114811  +0.00032823  +0.99670202  -3.54869008  -2.64008880  +3.60481620 
      13    1.0601  +0.99635768  -0.04304981  +0.07360754  +0.04283146  +0.99907196  +0.00454308  -0.07373481  -0.00137382  +0.99727696  -2.65177965  -3.10758400  +3.40610695 
      14    1.1108  +0.99590546  -0.04620823  +0.07769920  +0.04663605  +0.99890512  -0.00369967  -0.07744318  +0.00730811  +0.99697000  -2.39277744  -2.60201144  +3.30658746 
