       1    0.0000  +1.00000000  -0.00000000  -0.00000000  +0.00000000  +1.00000000  +0.00000000  +0.00000000  -0.00000000  +1.00000000  +0.00000000  -0.00000000  +0.00000000 
       2    0.6430  +0.99998945  +0.00015605  -0.00458506  -0.00014750  +0.99999827  +0.00186439  +0.00458534  -0.00186369  +0.99998772  +0.43908533  -0.06293274  -0.54530734 
       3    0.6724  +0.99986702  +0.01124734  -0.01181041  -0.01128982  +0.99993002  -0.00353661  +0.01176981  +0.00366948  +0.99992400  +0.03021837  +1.12042630  -1.36801600 
       4    0.7309  +0.99981171  +0.01909197  -0.00347170  -0.01911282  +0.99979889  -0.00607386  +0.00335504  +0.00613907  +0.99997550  -0.76449555  +1.58307004  -1.11427462 
       5    0.8675  +0.99997377  +0.00628695  +0.00359525  -0.00625802  +0.99994838  -0.00800215  -0.00364537  +0.00797944  +0.99996150  -0.53420711  +0.59163034  -0.74790782 
       6    0.9342  +0.99984747  +0.01523014  +0.00854797  -0.01518701  +0.99987173  -0.00508873  -0.00862437  +0.00495814  +0.99995053  -1.19264114  +0.90369278  -0.30589402 
       7    0.8384  +0.99951702  +0.00988702  +0.02946171  -0.00933127  +0.99977702  -0.01894174  -0.02964242  +0.01865768  +0.99938643  -2.13068962  +1.35816669  +0.46677417 
       8    0.9860  +0.99894857  +0.00828780  +0.04508997  -0.00738391  +0.99976915  -0.02017618  -0.04524677  +0.01982202  +0.99877918  -2.89727855  +1.41734266  +1.59112370 
       9    0.9983  +0.99822891  +0.00343762  +0.05939047  -0.00192561  +0.99967301  -0.02549724  -0.05945870  +0.02533772  +0.99790913  -2.97765350  +1.18627405  +2.33406568 
      10    0.9748  +0.99785888  +0.00804300  +0.06490727  -0.00704056  +0.99985260  -0.01565818  -0.06502364  +0.01516767  +0.99776846  -3.84229445  +0.89386141  +3.07478476 
      11    1.0138  +0.99824321  +0.01647495  +0.05691314  -0.01495632  +0.99952334  -0.02700700  -0.05733095  +0.02610834  +0.99801379  -3.43514514  +1.97178948  +2.03221536 
      12    0.8971  +0.99826247  +0.01837669  +0.05598504  -0.01673897  +0.99942219  -0.02958277  -0.05649633  +0.02859424  +0.99799323  -3.17028451  +2.51932287  +2.05279708 
      13    0.8166  +0.99808443  +0.00692074  +0.06147838  -0.00512200  +0.99955553  -0.02936762  -0.06165431  +0.02899648  +0.99767625  -2.95858145  +1.55294073  +2.33860731 
      14    0.8557  +0.99739760  +0.00930021  +0.07149503  -0.00721463  +0.99954247  -0.02937400  -0.07173550  +0.02878175  +0.99700832  -4.06739712  +1.85739434  +2.94917560 
      15    1.0021  +0.99797237  -0.00036101  +0.06364750  +0.00204815  +0.99964821  -0.02644426  -0.06361556  +0.02652100  +0.99762201  -3.25278020  +1.12613964  +2.56647158 
      16    0.9409  +0.99782896  +0.01173120  +0.06480577  -0.00961732  +0.99941450  -0.03283492  -0.06515302  +0.03214038  +0.99735755  -3.97833967  +2.23719764  +2.28323793 
      17    0.9645  +0.99722910  +0.01933183  +0.07183565  -0.01702179  +0.99932247  -0.03263148  -0.07241781  +0.03131829  +0.99688256  -4.64234495  +2.94643927  +3.03164268 
      18    0.8594  +0.99786210  +0.01090638  +0.06443828  -0.00906425  +0.99954379  -0.02881094  -0.06472311  +0.02816527  +0.99750572  -3.63767862  +2.30494928  +2.60522366 
      19    0.9471  +0.99700350  +0.00921165  +0.07680583  -0.00709654  +0.99958926  -0.02776595  -0.07703006  +0.02713770  +0.99665940  -4.40384626  +2.36754322  +3.66691923 
      20    0.9540  +0.99629772  +0.02365812  +0.08265045  -0.02036246  +0.99897236  -0.04049267  -0.08352349  +0.03865979  +0.99575561  -5.36468458  +4.02425146  +3.38203382 
      21    0.9326  +0.99578136  +0.01764957  +0.09004405  -0.01438685  +0.99922073  -0.03675598  -0.09062260  +0.03530547  +0.99525928  -5.56363487  +3.17232490  +4.12101889 
      22    0.9153  +0.99594247  +0.03757301  +0.08177301  -0.03477202  +0.99876767  -0.03541236  -0.08300278  +0.03242526  +0.99602163  -6.05591440  +4.22967148  +3.63031244 
      23    0.9569  +0.99670136  +0.02483659  +0.07726258  -0.02198507  +0.99905324  -0.03754115  -0.07812183  +0.03571869  +0.99630374  -5.46497488  +3.36034536  +3.08301139 
      24    0.9741  +0.99688733  +0.03408917  +0.07108866  -0.03133471  +0.99872780  -0.03950876  -0.07234503  +0.03715824  +0.99668723  -5.63725567  +4.01109600  +2.56356668 
      25    0.8983  +0.99764776  +0.01483083  +0.06692510  -0.01269827  +0.99940145  -0.03217850  -0.06736228  +0.03125297  +0.99723899  -4.01248693  +2.69783449  +2.08705449 
      26    0.8596  +0.99790353  +0.01750166  +0.06230740  -0.01445810  +0.99869573  -0.04896757  -0.06308315  +0.04796406  +0.99685502  -3.74399757  +3.82463622  +1.09186184 
      27    0.8260  +0.99802339  +0.02743634  +0.05653797  -0.02333313  +0.99713182  -0.07199819  -0.05835118  +0.07053667  +0.99580103  -4.04280233  +5.91209126  -0.34698287 
      28    0.8825  +0.99781710  +0.02684648  +0.06033466  -0.02256035  +0.99724740  -0.07063075  -0.06206477  +0.06911540  +0.99567616  -4.53895807  +5.62193441  -0.16404355 
      29    1.0428  +0.99864393  -0.00072563  +0.05205591  +0.00326551  +0.99880701  -0.04872298  -0.05195845  +0.04882690  +0.99745488  -2.54875803  +3.07997274  +0.15514377 
      30    1.0188  +0.99844301  +0.01350458  +0.05412161  -0.01009512  +0.99797624  -0.06278185  -0.05485993  +0.06213773  +0.99655873  -3.75428748  +4.56770611  -0.06985071 
      31    1.1065  +0.99869049  +0.01257432  +0.04959057  -0.00907876  +0.99749905  -0.07009411  -0.05034794  +0.06955210  +0.99630696  -3.82101464  +4.76898718  -0.49503091 
      32    0.9717  +0.99844211  -0.01348924  +0.05414257  +0.01737959  +0.99725038  -0.07203878  -0.05302195  +0.07286753  +0.99593121  -2.76403975  +2.68145418  -0.19498311 
      33    0.9420  +0.99872792  -0.01265099  +0.04881050  +0.01586761  +0.99768776  -0.06608588  -0.04786158  +0.06677632  +0.99661940  -2.80525303  +2.14731145  -0.07763243 
      34    1.0124  +0.99852836  -0.01706843  +0.05147546  +0.01930609  +0.99887592  -0.04329115  -0.05067869  +0.04422123  +0.99773550  -2.81230187  +0.59652179  +1.05954969 
      35    0.9854  +0.99878806  -0.01170941  +0.04780474  +0.01540034  +0.99686676  -0.07758532  -0.04674647  +0.07822751  +0.99583894  -2.75900364  +3.14380932  -1.07878304 
      36    1.0196  +0.99849170  -0.02705505  +0.04777437  +0.02971218  +0.99799901  -0.05581331  -0.04616874  +0.05714861  +0.99729759  -1.93404722  +0.57080561  -0.23814307 
      37    0.9800  +0.99796426  -0.03956907  +0.05001607  +0.04204158  +0.99789441  -0.04938894  -0.04795648  +0.05139115  +0.99752653  -1.53702867  -0.73855829  +0.00391792 
      38    0.9793  +0.99718934  -0.04135729  +0.06247345  +0.04492801  +0.99736989  -0.05687558  -0.05995691  +0.05952254  +0.99642473  -2.15542054  -0.58258981  +0.55328327 
