       1    0.0000  +1.00000000  -0.00000000  +0.00000000  -0.00000000  +1.00000000  +0.00000000  +0.00000000  -0.00000000  +1.00000000  +0.00000000  -0.00000000  +0.00000000 
       2    0.7137  +0.99994963  -0.00460981  +0.00891267  +0.00491982  +0.99937242  -0.03507973  -0.00874536  +0.03512181  +0.99934477  +0.12093821  +1.69000924  -1.34525883 
       3    0.8312  +0.99968606  -0.00678277  +0.02412075  +0.00737460  +0.99967182  -0.02453255  -0.02394644  +0.02470273  +0.99940801  -0.67647934  +0.99064714  +0.20283461 
       4    0.9344  +0.99955624  +0.00658401  +0.02905195  -0.00514469  +0.99876869  -0.04934244  -0.02934105  +0.04917108  +0.99835932  -1.49087763  +3.11244082  -0.59130979 
       5    0.9787  +0.99963397  +0.00737914  +0.02602873  -0.00607484  +0.99873883  -0.04983814  -0.02636366  +0.04966178  +0.99841809  -1.46333981  +3.00599432  -0.72726649 
       6    1.0239  +0.99945772  -0.00145781  +0.03289656  +0.00351106  +0.99804229  -0.06244417  -0.03274112  +0.06252581  +0.99750614  -1.30383241  +3.33504939  -1.03010917 
       7    1.1509  +0.99926651  -0.00048639  +0.03829180  +0.00344257  +0.99701172  -0.07717336  -0.03813984  +0.07724858  +0.99628210  -1.37422919  +4.24975824  -1.47043073 
       8    1.1932  +0.99947238  -0.00445958  +0.03217343  +0.00689692  +0.99708033  -0.07604787  -0.03174036  +0.07622965  +0.99658495  -1.02205741  +3.68893886  -1.75243580 
       9    1.1318  +0.99956089  -0.00406032  +0.02935254  +0.00605311  +0.99765843  -0.06812466  -0.02900720  +0.06827242  +0.99724495  -0.75545919  +3.41416717  -1.45353067 
      10    1.1048  +0.99988115  +0.00718515  +0.01363834  -0.00603846  +0.99658662  -0.08233275  -0.01418336  +0.08224062  +0.99651158  -0.70198166  +4.87921238  -2.92183733 
      11    1.0591  +0.99985313  +0.01442412  +0.00925458  -0.01360751  +0.99646169  -0.08293963  -0.01041817  +0.08280152  +0.99651158  -1.01487899  +5.71553898  -3.33208084 
      12    1.0159  +0.99981719  +0.00914357  +0.01679303  -0.00790005  +0.99732411  -0.07267860  -0.01741264  +0.07253265  +0.99721402  -1.20865440  +4.76566648  -2.46434736 
      13    1.0819  +0.99974084  +0.00555732  +0.02207647  -0.00327269  +0.99475789  -0.10220569  -0.02252873  +0.10210696  +0.99451828  -1.31627822  +6.51649714  -3.74553704 
      14    1.0301  +0.99979657  -0.00077761  +0.02015606  +0.00292809  +0.99426728  -0.10688299  -0.01995740  +0.10692026  +0.99406725  -0.75855941  +6.36821079  -3.83699417 
      15    1.1404  +0.99963117  -0.00654356  +0.02635671  +0.00953881  +0.99329966  -0.11517304  -0.02542647  +0.11538198  +0.99299574  -1.02544796  +6.34318924  -3.87755394 
      16    1.0835  +0.99949861  +0.00014399  +0.03166327  +0.00310850  +0.99471289  -0.10264773  -0.03151064  +0.10269468  +0.99421370  -1.58140171  +5.85007763  -2.89213753 
      17    1.1247  +0.99953693  +0.00837506  +0.02925320  -0.00557363  +0.99550301  -0.09456556  -0.02991364  +0.09435872  +0.99508876  -2.02619839  +5.98643494  -2.82091379 
      18    1.1908  +0.99966055  +0.01399484  +0.02197653  -0.01201945  +0.99608505  -0.08757903  -0.02311615  +0.08728515  +0.99591511  -2.02850890  +6.08863211  -2.89639735 
      19    1.2193  +0.99992043  +0.00891983  +0.00891843  -0.00805999  +0.99570864  -0.09219178  -0.00970249  +0.09211256  +0.99570131  -1.22152460  +6.02898407  -3.81291127 
      20    1.3219  +0.99960655  +0.00713566  +0.02712705  -0.00458988  +0.99567646  -0.09277588  -0.02767179  +0.09261487  +0.99531740  -2.26812506  +6.08592415  -2.86367321 
      21    1.2824  +0.99956250  -0.00135734  +0.02954497  +0.00422266  +0.99526209  -0.09713691  -0.02927314  +0.09721918  +0.99483240  -2.04705000  +5.78971910  -2.99578190 
      22    1.1372  +0.99954832  +0.00097609  +0.03003667  +0.00239205  +0.99371725  -0.11189416  -0.02995717  +0.11191547  +0.99326605  -2.24328303  +6.76393318  -3.82118344 
      23    1.1782  +0.99944222  +0.00227852  +0.03331754  +0.00204412  +0.99162507  -0.12913364  -0.03333274  +0.12912971  +0.99106735  -2.57717896  +7.68222952  -4.32847357 
      24    1.1171  +0.99922425  +0.00625135  +0.03888281  -0.00202228  +0.99416333  -0.10786642  -0.03933018  +0.10770411  +0.99340475  -3.09055495  +6.43283749  -2.79225683 
      25    0.9620  +0.99972218  +0.01424230  +0.01877912  -0.01196364  +0.99314040  -0.11631452  -0.02030689  +0.11605754  +0.99303490  -3.05115628  +7.77243423  -4.15513039 
      26    1.0859  +0.99982446  +0.01149285  +0.01479808  -0.00974061  +0.99349338  -0.11347262  -0.01600592  +0.11330855  +0.99343091  -2.77849364  +7.53125095  -4.26905012 
      27    1.2040  +0.99965394  +0.01789825  +0.01927998  -0.01473908  +0.98810405  -0.15307881  -0.02179047  +0.15274167  +0.98802590  -3.16801023 +10.13381767  -6.01378775 
      28    1.1468  +0.99947530  +0.02748482  +0.01713869  -0.02421181  +0.98543018  -0.16834818  -0.02151600  +0.16784489  +0.98557860  -3.55766892 +11.42973900  -6.77555656 
      29    1.2063  +0.99958700  +0.02617975  +0.01185201  -0.02369767  +0.98421526  -0.17538165  -0.01625637  +0.17502835  +0.98442918  -3.09152555 +11.49915504  -7.47292519 
      30    1.3120  +0.99940246  +0.03369427  +0.00770911  -0.03156869  +0.98060882  -0.19341609  -0.01407664  +0.19305715  +0.98108655  -3.26323462 +13.09565830  -8.41627216 
      31    1.3397  +0.99958616  +0.02806731  +0.00630016  -0.02625586  +0.97969246  -0.19877942  -0.01175143  +0.19853175  +0.98002398  -2.97716022 +13.45579720  -8.61744785 
      32    1.3519  +0.99984497  +0.01492817  +0.00934000  -0.01234011  +0.97236669  -0.23313239  -0.01256214  +0.23298098  +0.97240013  -2.53175974 +15.24466991 -10.19362164 
      33    1.3638  +0.99982929  +0.01265674  +0.01346205  -0.00926799  +0.97380120  -0.22721203  -0.01598512  +0.22704847  +0.97375226  -2.63895774 +14.67411900  -9.71002674 
      34    1.4367  +0.99988467  +0.01043895  +0.01103163  -0.00788015  +0.97750831  -0.21074975  -0.01298352  +0.21063851  +0.97747779  -2.09696364 +13.48496056  -8.97145653 
      35    1.4063  +0.99997884  +0.00636323  +0.00136210  -0.00596917  +0.98030639  -0.19739234  -0.00259133  +0.19738004  +0.98032361  -1.06101108 +12.37168503  -8.87659740 
      36    1.3886  +0.99999684  -0.00037315  -0.00249192  -0.00017123  +0.97662312  -0.21495870  +0.00251388  +0.21495844  +0.97661996  -0.75978190 +13.29841900 -10.07490063 
      37    1.5581  +0.99985862  -0.00873890  +0.01436631  +0.01160555  +0.97687590  -0.21349187  -0.01216842  +0.21362841  +0.97683918  -1.02054679 +12.77576637  -9.04925346 
      38    1.4829  +0.99980050  -0.00086964  +0.01995630  +0.00503136  +0.97780454  -0.20945868  -0.01933121  +0.20951729  +0.97761381  -1.51236677 +13.02609444  -8.66742039 
      39    1.4908  +0.99965888  +0.01771678  +0.01919042  -0.01283870  +0.97318494  -0.22966543  -0.02274476  +0.22934070  +0.97308046  -2.54130149 +15.57041550  -9.59579277 
      40    1.4184  +0.99940389  +0.01693599  +0.03008327  -0.00963662  +0.97361857  -0.22797799  -0.03315067  +0.22755221  +0.97320145  -3.25929594 +14.98912716  -8.96468449 
      41    1.3882  +0.99915832  +0.02507571  +0.03246355  -0.01642177  +0.96973175  -0.24361989  -0.03758988  +0.24288172  +0.96932733  -3.87090945 +16.48451042  -9.23722363 
      42    1.3719  +0.99880254  +0.03138740  +0.03752790  -0.02196978  +0.97313559  -0.22918214  -0.04371316  +0.22808322  +0.97265989  -4.39340973 +15.92635727  -8.81740856 
      43    1.3634  +0.99843651  +0.04179936  +0.03711190  -0.03251256  +0.97434258  -0.22270942  -0.04546881  +0.22115462  +0.97417825  -5.27130175 +16.11731529  -8.32417679 
      44    1.5094  +0.99807990  +0.03885672  +0.04823606  -0.02689966  +0.97339970  -0.22752900  -0.05579400  +0.22579458  +0.97257590  -5.72195911 +16.00614738  -8.02759647 
      45    1.3755  +0.99863845  +0.03051559  +0.04230947  -0.02056555  +0.97566825  -0.21828546  -0.04794111  +0.21711813  +0.97496736  -4.88144732 +14.91425896  -8.19989681 
      46    1.3119  +0.99813151  +0.02812504  +0.05424478  -0.01669366  +0.97951263  -0.20068970  -0.05877785  +0.19940917  +0.97815192  -5.47976398 +13.58144951  -6.50611067 
      47    1.4015  +0.99795163  +0.03320632  +0.05467939  -0.02031611  +0.97499073  -0.22131491  -0.06066095  +0.21975070  +0.97366828  -6.21909428 +15.39751911  -7.21544743 
      48    1.4428  +0.99750322  +0.03814784  +0.05943155  -0.02439860  +0.97588998  -0.21689513  -0.06627274  +0.21490355  +0.97438413  -6.77609444 +15.56266499  -6.59317303 
      49    1.4960  +0.99820095  +0.02493274  +0.05452741  -0.01283735  +0.97722208  -0.21183059  -0.05856691  +0.21074951  +0.97578406  -5.83959961 +14.38600540  -6.75799370 
      50    1.5012  +0.99805737  +0.03349004  +0.05253543  -0.02053702  +0.97295564  -0.23007715  -0.05881994  +0.22855127  +0.97175336  -6.27817631 +15.93035889  -7.43105602 
      51    1.4848  +0.99780458  +0.03700884  +0.05492188  -0.02420309  +0.97570264  -0.21775797  -0.06164639  +0.21595062  +0.97445631  -6.85586548 +15.45257950  -6.51978779 
      52    1.5743  +0.99810612  +0.03576318  +0.05005122  -0.02386967  +0.97504926  -0.22070169  -0.05669540  +0.21908902  +0.97405630  -6.74502134 +15.59033298  -7.06667566 
      53    1.6304  +0.99850243  +0.02348569  +0.04941006  -0.01113032  +0.97148460  -0.23684117  -0.05356349  +0.23593654  +0.97029114  -5.90384150 +15.93584919  -7.65551281 
      54    1.6427  +0.99871588  +0.01477192  +0.04846071  -0.00395101  +0.97634417  -0.21618624  -0.05050782  +0.21571717  +0.97514874  -5.11819792 +14.04565239  -7.32028294 
      55    1.6399  +0.99867618  +0.02020006  +0.04730597  -0.00923842  +0.97514749  -0.22136411  -0.05060186  +0.22063403  +0.97404313  -5.37555408 +14.50336170  -7.56695175 
      56    1.6221  +0.99826998  +0.02592213  +0.05277358  -0.01449125  +0.97835124  -0.20644349  -0.05698255  +0.20532160  +0.97703433  -6.04006577 +13.59057617  -6.69428635 
      57    1.7825  +0.99822849  +0.01861807  +0.05650858  -0.00560734  +0.97498977  -0.22217895  -0.05923183  +0.22146851  +0.97336698  -5.53593683 +14.14863968  -7.26133013 
      58    1.6670  +0.99782264  +0.03009668  +0.05868690  -0.01647308  +0.97533739  -0.22010376  -0.06386392  +0.21865776  +0.97370952  -6.47871685 +14.58942223  -7.01062346 
      59    1.5873  +0.99866617  +0.01651653  +0.04891977  -0.00496761  +0.97379643  -0.22736719  -0.05139321  +0.22682090  +0.97257960  -5.36267185 +14.48644638  -8.05804062 
      60    1.6017  +0.99870867  +0.03043173  +0.04068027  -0.02065543  +0.97479951  -0.22212435  -0.04641473  +0.22099726  +0.97416931  -5.37183428 +15.09703636  -8.11600208 
      61    1.6223  +0.99863034  +0.01676091  +0.04956300  -0.00452178  +0.97140265  -0.23739509  -0.05212459  +0.23684584  +0.97014797  -5.39878511 +14.92598629  -8.47584820 
